"","Accession","Begin","End","Chromosome","Orientation","Name","Symbol","Gene.ID","Gene.Type","Transcripts.accession","Protein.accession","Protein.length","Locus.tag","source_file"
"145","NZ_AP021898.1",186470,186835,"","minus","DMT family protein","",60879567,"protein-coding",NA,"WP_164502605.1",121,"GOZ73_RS00775","akkermansia_muciniphila.tsv"
"146","NZ_AP021898.1",186851,187807,"","minus","ABC transporter permease","",60879568,"protein-coding",NA,"WP_102745043.1",318,"GOZ73_RS00780","akkermansia_muciniphila.tsv"
"147","NZ_AP021898.1",187804,188718,"","minus","ABC transporter permease","",60879569,"protein-coding",NA,"WP_102747285.1",304,"GOZ73_RS00785","akkermansia_muciniphila.tsv"
"148","NZ_AP021898.1",188724,190583,"","minus","peptide ABC transporter substrate-binding protein","",60879570,"protein-coding",NA,"WP_102745044.1",619,"GOZ73_RS00790","akkermansia_muciniphila.tsv"
"149","NZ_AP021898.1",190871,193006,"","plus","alpha-L-fucosidase","",60879571,"protein-coding",NA,"WP_102748983.1",711,"GOZ73_RS00795","akkermansia_muciniphila.tsv"
"150","NZ_AP021898.1",193344,194309,"","minus","thioredoxin family protein","",60879572,"protein-coding",NA,"WP_065529515.1",321,"GOZ73_RS00800","akkermansia_muciniphila.tsv"
"151","NZ_AP021898.1",194521,195750,"","plus","saccharopine dehydrogenase family protein","",60879573,"protein-coding",NA,"WP_102745047.1",409,"GOZ73_RS00805","akkermansia_muciniphila.tsv"
"152","NZ_AP021898.1",195957,196940,"","plus","metallophosphoesterase family protein","",60879574,"protein-coding",NA,"WP_102743106.1",327,"GOZ73_RS00810","akkermansia_muciniphila.tsv"
"153","NZ_AP021898.1",197068,197646,"","minus","hypothetical protein","",60879575,"protein-coding",NA,"WP_102746061.1",192,"GOZ73_RS00815","akkermansia_muciniphila.tsv"
"154","NZ_AP021898.1",198174,199562,"","minus","DUF6056 family protein","",60879576,"protein-coding",NA,"WP_128251961.1",462,"GOZ73_RS00820","akkermansia_muciniphila.tsv"
"155","NZ_AP021898.1",199562,201019,"","minus","cell division protein FtsZ","",60879577,"protein-coding",NA,"WP_162378711.1",485,"GOZ73_RS00825","akkermansia_muciniphila.tsv"
"156","NZ_AP021898.1",201045,202256,"","minus","cell division protein FtsA","ftsA",60879578,"protein-coding",NA,"WP_012419212.1",403,"GOZ73_RS00830","akkermansia_muciniphila.tsv"
"157","NZ_AP021898.1",202372,202884,"","minus","hypothetical protein","",60879579,"protein-coding",NA,"WP_035195913.1",170,"GOZ73_RS00835","akkermansia_muciniphila.tsv"
"158","NZ_AP021898.1",203018,204973,"","minus","phospho-sugar mutase","",60879580,"protein-coding",NA,"WP_102747289.1",651,"GOZ73_RS00840","akkermansia_muciniphila.tsv"
"159","NZ_AP021898.1",205079,206818,"","minus","ABC transporter ATP-binding protein","",60879581,"protein-coding",NA,"WP_215839279.1",579,"GOZ73_RS00845","akkermansia_muciniphila.tsv"
"160","NZ_AP021898.1",206857,208707,"","minus","ABC transporter ATP-binding protein","",60879582,"protein-coding",NA,"WP_102758772.1",616,"GOZ73_RS00850","akkermansia_muciniphila.tsv"
"161","NZ_AP021898.1",208886,210292,"","plus","hypothetical protein","",60879583,"protein-coding",NA,"WP_146021625.1",468,"GOZ73_RS00855","akkermansia_muciniphila.tsv"
"162","NZ_AP021898.1",210368,211168,"","plus","MlaE family ABC transporter permease","",60879584,"protein-coding",NA,"WP_102741659.1",266,"GOZ73_RS00860","akkermansia_muciniphila.tsv"
"163","NZ_AP021898.1",211184,212002,"","plus","ABC transporter ATP-binding protein","",60879585,"protein-coding",NA,"WP_102741658.1",272,"GOZ73_RS00865","akkermansia_muciniphila.tsv"
"164","NZ_AP021898.1",212021,213025,"","plus","MlaD family protein","",60879586,"protein-coding",NA,"WP_102740594.1",334,"GOZ73_RS00870","akkermansia_muciniphila.tsv"
"165","NZ_AP021898.1",213169,213495,"","plus","DUF883 family protein","",60879587,"protein-coding",NA,"WP_012419221.1",108,"GOZ73_RS00875","akkermansia_muciniphila.tsv"
"166","NZ_AP021898.1",213565,214011,"","plus","phage holin family protein","",60879588,"protein-coding",NA,"WP_102740598.1",148,"GOZ73_RS00880","akkermansia_muciniphila.tsv"
"167","NZ_AP021898.1",214011,214355,"","plus","hypothetical protein","",60879589,"protein-coding",NA,"WP_012419223.1",114,"GOZ73_RS00885","akkermansia_muciniphila.tsv"
"168","NZ_AP021898.1",214736,215818,"","plus","type IV pilus twitching motility protein PilT","",60879590,"protein-coding",NA,"WP_012419224.1",360,"GOZ73_RS00890","akkermansia_muciniphila.tsv"
"169","NZ_AP021898.1",215844,216938,"","plus","type IV pilus twitching motility protein PilT","",60879591,"protein-coding",NA,"WP_012419225.1",364,"GOZ73_RS00895","akkermansia_muciniphila.tsv"
"170","NZ_AP021898.1",216963,218036,"","plus","peptidylprolyl isomerase","",60879592,"protein-coding",NA,"WP_102744223.1",357,"GOZ73_RS00900","akkermansia_muciniphila.tsv"
"171","NZ_AP021898.1",218459,220006,"","plus","O-antigen ligase family protein","",60879594,"protein-coding",NA,"WP_102741655.1",515,"GOZ73_RS00910","akkermansia_muciniphila.tsv"
"172","NZ_AP021898.1",220100,220849,"","plus","3-deoxy-manno-octulosonate cytidylyltransferase","kdsB",60879595,"protein-coding",NA,"WP_102741653.1",249,"GOZ73_RS00915","akkermansia_muciniphila.tsv"
"173","NZ_AP021898.1",220860,222467,"","plus","CTP synthase","",60879596,"protein-coding",NA,"WP_031930056.1",535,"GOZ73_RS00920","akkermansia_muciniphila.tsv"
"174","NZ_AP021898.1",222534,224096,"","plus","sodium:solute symporter","",60879597,"protein-coding",NA,"WP_102741652.1",520,"GOZ73_RS00925","akkermansia_muciniphila.tsv"
"175","NZ_AP021898.1",224336,228235,"","minus","hypothetical protein","",60879598,"protein-coding",NA,"WP_102749070.1",1299,"GOZ73_RS00930","akkermansia_muciniphila.tsv"
"176","NZ_AP021898.1",228536,231604,"","plus","hypothetical protein","",60879599,"protein-coding",NA,"WP_232053457.1",1022,"GOZ73_RS00935","akkermansia_muciniphila.tsv"
"177","NZ_AP021898.1",231933,232745,"","plus","hypothetical protein","",60879600,"protein-coding",NA,"WP_146020901.1",270,"GOZ73_RS00940","akkermansia_muciniphila.tsv"
"178","NZ_AP021898.1",233012,234184,"","minus","PDZ domain-containing protein","",60879601,"protein-coding",NA,"WP_012419234.1",390,"GOZ73_RS00945","akkermansia_muciniphila.tsv"
"179","NZ_AP021898.1",234181,235101,"","minus","S1C family serine protease","",60879602,"protein-coding",NA,"WP_065529530.1",306,"GOZ73_RS00950","akkermansia_muciniphila.tsv"
"180","NZ_AP021898.1",235415,238006,"","plus","transglycosylase domain-containing protein","",60879603,"protein-coding",NA,"WP_162378712.1",863,"GOZ73_RS00955","akkermansia_muciniphila.tsv"
"181","NZ_AP021898.1",238023,239276,"","plus","DNA recombination protein RmuC","",60879604,"protein-coding",NA,"WP_051729170.1",417,"GOZ73_RS00960","akkermansia_muciniphila.tsv"
"182","NZ_AP021898.1",239434,240135,"","minus","HAD family hydrolase","",60879605,"protein-coding",NA,"WP_102747208.1",233,"GOZ73_RS00965","akkermansia_muciniphila.tsv"
"183","NZ_AP021898.1",240140,240919,"","minus","acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase","lpxA",60879606,"protein-coding",NA,"WP_012419239.1",259,"GOZ73_RS00970","akkermansia_muciniphila.tsv"
"184","NZ_AP021898.1",240986,241852,"","minus","RDD family protein","",60879607,"protein-coding",NA,"WP_102745083.1",288,"GOZ73_RS00975","akkermansia_muciniphila.tsv"
"185","NZ_AP021898.1",241865,243490,"","minus","FtsX-like permease family protein","",60879608,"protein-coding",NA,"WP_102745082.1",541,"GOZ73_RS00980","akkermansia_muciniphila.tsv"
"186","NZ_AP021898.1",243565,244449,"","minus","class A beta-lactamase","bla",60879609,"protein-coding",NA,"WP_065530054.1",294,"GOZ73_RS00985","akkermansia_muciniphila.tsv"
"187","NZ_AP021898.1",244614,245117,"","plus","DUF456 domain-containing protein","",60879610,"protein-coding",NA,"WP_102741973.1",167,"GOZ73_RS00990","akkermansia_muciniphila.tsv"
"188","NZ_AP021898.1",245271,245591,"","plus","DUF3784 domain-containing protein","",60879611,"protein-coding",NA,"WP_102741793.1",106,"GOZ73_RS00995","akkermansia_muciniphila.tsv"
"189","NZ_AP021898.1",245647,248013,"","plus","glycosyl hydrolase family 95 catalytic domain-containing protein","",60879612,"protein-coding",NA,"WP_102745081.1",788,"GOZ73_RS01000","akkermansia_muciniphila.tsv"
"190","NZ_AP021898.1",248086,248208,"","plus","hypothetical protein","",77100524,"protein-coding",NA,"WP_257227748.1",40,"GOZ73_RS12470","akkermansia_muciniphila.tsv"
"191","NZ_AP021898.1",248205,249245,"","plus","alpha/beta hydrolase","",60879613,"protein-coding",NA,"WP_102745080.1",346,"GOZ73_RS01005","akkermansia_muciniphila.tsv"
"192","NZ_AP021898.1",249317,252046,"","plus","isoleucine--tRNA ligase","ileS",60879614,"protein-coding",NA,"WP_102741979.1",909,"GOZ73_RS01010","akkermansia_muciniphila.tsv"
"193","NZ_AP021898.1",252077,252850,"","plus","signal peptidase II","",60879615,"protein-coding",NA,"WP_102745079.1",257,"GOZ73_RS01015","akkermansia_muciniphila.tsv"
"194","NZ_AP021898.1",252858,253520,"","plus","DUF1573 domain-containing protein","",60879616,"protein-coding",NA,"WP_102745078.1",220,"GOZ73_RS01020","akkermansia_muciniphila.tsv"
"195","NZ_AP021898.1",253538,254020,"","plus","rhodanese-like domain-containing protein","",60879617,"protein-coding",NA,"WP_102745077.1",160,"GOZ73_RS01025","akkermansia_muciniphila.tsv"
"196","NZ_AP021898.1",254023,255249,"","plus","aminotransferase class V-fold PLP-dependent enzyme","",60879618,"protein-coding",NA,"WP_022197864.1",408,"GOZ73_RS01030","akkermansia_muciniphila.tsv"
"197","NZ_AP021898.1",255287,257020,"","plus","esterase/lipase family protein","",60879619,"protein-coding",NA,"WP_102747207.1",577,"GOZ73_RS01035","akkermansia_muciniphila.tsv"
"198","NZ_AP021898.1",257493,259133,"","plus","discoidin domain-containing protein","",60879620,"protein-coding",NA,"WP_102745075.1",546,"GOZ73_RS01040","akkermansia_muciniphila.tsv"
"199","NZ_AP021898.1",259561,259908,"","minus","50S ribosomal protein L19","rplS",60879622,"protein-coding",NA,"WP_012419257.1",115,"GOZ73_RS01050","akkermansia_muciniphila.tsv"
"200","NZ_AP021898.1",260018,261556,"","minus","TIGR03790 family protein","",60879623,"protein-coding",NA,"WP_162378713.1",512,"GOZ73_RS01055","akkermansia_muciniphila.tsv"
"201","NZ_AP021898.1",261722,262144,"","plus","methylmalonyl-CoA epimerase","mce",60879624,"protein-coding",NA,"WP_022197871.1",140,"GOZ73_RS01060","akkermansia_muciniphila.tsv"
"202","NZ_AP021898.1",262176,263741,"","plus","acyl-CoA carboxylase subunit beta","",60879625,"protein-coding",NA,"WP_022197872.1",521,"GOZ73_RS01065","akkermansia_muciniphila.tsv"
"203","NZ_AP021898.1",263763,264215,"","plus","OadG family transporter subunit","",60879626,"protein-coding",NA,"WP_031930081.1",150,"GOZ73_RS01070","akkermansia_muciniphila.tsv"
"204","NZ_AP021898.1",264288,264689,"","plus","biotin/lipoyl-containing protein","",60879627,"protein-coding",NA,"WP_031930082.1",133,"GOZ73_RS01075","akkermansia_muciniphila.tsv"
"205","NZ_AP021898.1",264843,266432,"","plus","sodium ion-translocating decarboxylase subunit beta","",60879628,"protein-coding",NA,"WP_343125572.1",529,"GOZ73_RS01080","akkermansia_muciniphila.tsv"
"206","NZ_AP021898.1",266470,267249,"","plus","biotin--[acetyl-CoA-carboxylase] ligase","",60879629,"protein-coding",NA,"WP_051729185.1",259,"GOZ73_RS01085","akkermansia_muciniphila.tsv"
"207","NZ_AP021898.1",267311,268807,"","plus","acetyl-CoA hydrolase/transferase family protein","",60879630,"protein-coding",NA,"WP_102747206.1",498,"GOZ73_RS01090","akkermansia_muciniphila.tsv"
"208","NZ_AP021898.1",268926,269627,"","plus","hypothetical protein","",60879631,"protein-coding",NA,"WP_143369068.1",233,"GOZ73_RS01095","akkermansia_muciniphila.tsv"
"209","NZ_AP021898.1",269845,270708,"","minus","glucose-1-phosphate thymidylyltransferase RfbA","rfbA",60879632,"protein-coding",NA,"WP_012419267.1",287,"GOZ73_RS01100","akkermansia_muciniphila.tsv"
"210","NZ_AP021898.1",270718,271770,"","minus","dTDP-glucose 4,6-dehydratase","rfbB",60879633,"protein-coding",NA,"WP_012419268.1",350,"GOZ73_RS01105","akkermansia_muciniphila.tsv"
"211","NZ_AP021898.1",271902,272864,"","minus","6-phosphofructokinase","",60879634,"protein-coding",NA,"WP_065529553.1",320,"GOZ73_RS01110","akkermansia_muciniphila.tsv"
"212","NZ_AP021898.1",272975,273706,"","plus","uracil-DNA glycosylase family protein","",60879635,"protein-coding",NA,"WP_031930087.1",243,"GOZ73_RS01115","akkermansia_muciniphila.tsv"
"213","NZ_AP021898.1",273823,273978,"","plus","hypothetical protein","",60879636,"protein-coding",NA,"WP_153951195.1",51,"GOZ73_RS01120","akkermansia_muciniphila.tsv"
"214","NZ_AP021898.1",274074,275540,"","plus","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB","gatB",60879637,"protein-coding",NA,"WP_102747205.1",488,"GOZ73_RS01125","akkermansia_muciniphila.tsv"
"215","NZ_AP021898.1",275595,277325,"","minus","thiamine pyrophosphate-dependent enzyme","",60879638,"protein-coding",NA,"WP_232053458.1",576,"GOZ73_RS01130","akkermansia_muciniphila.tsv"
"216","NZ_AP021898.1",277489,278238,"","minus","PEP-CTERM sorting domain-containing protein","",60879639,"protein-coding",NA,"WP_155844477.1",249,"GOZ73_RS01135","akkermansia_muciniphila.tsv"
"217","NZ_AP021898.1",278695,281232,"","plus","alpha-amylase family protein","",60879640,"protein-coding",NA,"WP_102747202.1",845,"GOZ73_RS01140","akkermansia_muciniphila.tsv"
"218","NZ_AP021898.1",281343,281996,"","minus","hypothetical protein","",60879641,"protein-coding",NA,"WP_031930092.1",217,"GOZ73_RS01145","akkermansia_muciniphila.tsv"
"219","NZ_AP021898.1",282163,284919,"","plus","calcium-translocating P-type ATPase, PMCA-type","",60879642,"protein-coding",NA,"WP_102747201.1",918,"GOZ73_RS01150","akkermansia_muciniphila.tsv"
"220","NZ_AP021898.1",285018,286175,"","plus","efflux RND transporter periplasmic adaptor subunit","",60879643,"protein-coding",NA,"WP_162378714.1",385,"GOZ73_RS01155","akkermansia_muciniphila.tsv"
"221","NZ_AP021898.1",286188,289358,"","plus","efflux RND transporter permease subunit","",60879644,"protein-coding",NA,"WP_065529566.1",1056,"GOZ73_RS01160","akkermansia_muciniphila.tsv"
"222","NZ_AP021898.1",289405,290787,"","minus","SLC13 family permease","",60879645,"protein-coding",NA,"WP_012419279.1",460,"GOZ73_RS01165","akkermansia_muciniphila.tsv"
"223","NZ_AP021898.1",291074,291346,"","minus","hypothetical protein","",60879646,"protein-coding",NA,"WP_012419280.1",90,"GOZ73_RS01170","akkermansia_muciniphila.tsv"
"224","NZ_AP021898.1",291532,292320,"","minus","bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase","thiD",60879647,"protein-coding",NA,"WP_065529568.1",262,"GOZ73_RS01175","akkermansia_muciniphila.tsv"
"225","NZ_AP021898.1",292319,292900,"","plus","hypothetical protein","",60879648,"protein-coding",NA,"WP_162378715.1",193,"GOZ73_RS01180","akkermansia_muciniphila.tsv"
"226","NZ_AP021898.1",292897,293928,"","minus","tetratricopeptide repeat protein","",60879649,"protein-coding",NA,"WP_065529569.1",343,"GOZ73_RS01185","akkermansia_muciniphila.tsv"
"227","NZ_AP021898.1",294089,294826,"","plus","hypothetical protein","",60879650,"protein-coding",NA,"WP_084042783.1",245,"GOZ73_RS01195","akkermansia_muciniphila.tsv"
"228","NZ_AP021898.1",294842,296107,"","minus","hypothetical protein","",60879651,"protein-coding",NA,"WP_042447516.1",421,"GOZ73_RS01200","akkermansia_muciniphila.tsv"
"229","NZ_AP021898.1",296426,298441,"","minus","Eco57I restriction-modification methylase domain-containing protein","",60879652,"protein-coding",NA,"WP_102747199.1",671,"GOZ73_RS01210","akkermansia_muciniphila.tsv"
"230","NZ_AP021898.1",299474,299971,"","plus","hypothetical protein","",60879656,"protein-coding",NA,"WP_012419287.1",165,"GOZ73_RS01230","akkermansia_muciniphila.tsv"
"231","NZ_AP021898.1",300149,300934,"","minus","SDR family oxidoreductase","",60879657,"protein-coding",NA,"WP_102747197.1",261,"GOZ73_RS01235","akkermansia_muciniphila.tsv"
"232","NZ_AP021898.1",300993,302249,"","minus","hypothetical protein","",60879658,"protein-coding",NA,"WP_102744246.1",418,"GOZ73_RS01240","akkermansia_muciniphila.tsv"
"233","NZ_AP021898.1",302426,303106,"","plus","peptide deformylase","def",60879659,"protein-coding",NA,"WP_232053459.1",226,"GOZ73_RS01245","akkermansia_muciniphila.tsv"
"234","NZ_AP021898.1",303217,304254,"","minus","L-threonine 3-dehydrogenase","tdh",60879660,"protein-coding",NA,"WP_012419291.1",345,"GOZ73_RS01250","akkermansia_muciniphila.tsv"
"235","NZ_AP021898.1",304514,306178,"","plus","alpha-glucan family phosphorylase","glgP",60879661,"protein-coding",NA,"WP_012419293.1",554,"GOZ73_RS01255","akkermansia_muciniphila.tsv"
"236","NZ_AP021898.1",306280,307050,"","minus","ion transporter","",60879662,"protein-coding",NA,"WP_102733023.1",256,"GOZ73_RS01260","akkermansia_muciniphila.tsv"
"237","NZ_AP021898.1",307059,307418,"","minus","arsenate reductase family protein","",60879663,"protein-coding",NA,"WP_012419295.1",119,"GOZ73_RS01265","akkermansia_muciniphila.tsv"
"238","NZ_AP021898.1",307586,308992,"","minus","MBL fold metallo-hydrolase RNA specificity domain-containing protein","",60879664,"protein-coding",NA,"WP_102745060.1",468,"GOZ73_RS01270","akkermansia_muciniphila.tsv"
"239","NZ_AP021898.1",309497,309787,"","minus","Sec-independent protein translocase subunit TatA/TatB","tatA",77100525,"protein-coding",NA,"WP_153951285.1",96,"GOZ73_RS12475","akkermansia_muciniphila.tsv"
"240","NZ_AP021898.1",309854,311281,"","minus","tetratricopeptide repeat protein","",60879666,"protein-coding",NA,"WP_162378716.1",475,"GOZ73_RS01280","akkermansia_muciniphila.tsv"
"241","NZ_AP021898.1",311300,312799,"","minus","pseudouridine synthase","",60879667,"protein-coding",NA,"WP_155844478.1",499,"GOZ73_RS01285","akkermansia_muciniphila.tsv"
"242","NZ_AP021898.1",313003,313158,"","minus","small basic protein","",60879668,"protein-coding",NA,"WP_012419301.1",51,"GOZ73_RS01290","akkermansia_muciniphila.tsv"
"243","NZ_AP021898.1",313280,313999,"","minus","tRNA (guanosine(37)-N1)-methyltransferase TrmD","trmD",60879669,"protein-coding",NA,"WP_022197844.1",239,"GOZ73_RS01295","akkermansia_muciniphila.tsv"
"244","NZ_AP021898.1",314012,315131,"","minus","peptide chain release factor 2","prfB",60879670,"protein-coding",NA,"WP_197738459.1",372,"GOZ73_RS01300","akkermansia_muciniphila.tsv"
"245","NZ_AP021898.1",315477,315878,"","minus","metal-dependent transcriptional regulator","",60879671,"protein-coding",NA,"WP_012419304.1",133,"GOZ73_RS01305","akkermansia_muciniphila.tsv"
"246","NZ_AP021898.1",316016,317704,"","minus","30S ribosomal protein S1","",60879672,"protein-coding",NA,"WP_012419305.1",562,"GOZ73_RS01310","akkermansia_muciniphila.tsv"
"247","NZ_AP021898.1",318009,318590,"","plus","SagB/ThcOx family dehydrogenase","",60879673,"protein-coding",NA,"WP_102742013.1",193,"GOZ73_RS01315","akkermansia_muciniphila.tsv"
"248","NZ_AP021898.1",318668,319144,"","minus","GNAT family N-acetyltransferase","",60879674,"protein-coding",NA,"WP_102745057.1",158,"GOZ73_RS01320","akkermansia_muciniphila.tsv"
