locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKHJKCLP_00421	CDS	2148				hypothetical protein
EKHJKCLP_00422	CDS	1581				hypothetical protein
EKHJKCLP_00423	CDS	1677				hypothetical protein
EKHJKCLP_00424	CDS	1311				hypothetical protein
EKHJKCLP_00425	CDS	1632				hypothetical protein
EKHJKCLP_00426	CDS	1866				hypothetical protein
EKHJKCLP_00427	CDS	3438			COG1629	TonB-dependent receptor P26
EKHJKCLP_00428	CDS	981				hypothetical protein
EKHJKCLP_00429	CDS	558	algU_1			RNA polymerase sigma-H factor
EKHJKCLP_00430	CDS	1014	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
EKHJKCLP_00431	CDS	123				hypothetical protein
EKHJKCLP_00432	CDS	1494				hypothetical protein
EKHJKCLP_00433	CDS	924				hypothetical protein
EKHJKCLP_00434	CDS	1404				hypothetical protein
EKHJKCLP_00435	CDS	294				hypothetical protein
EKHJKCLP_00436	CDS	3159	mdtB			Multidrug resistance protein MdtB
EKHJKCLP_00437	CDS	1017	mdtE_1		COG0845	Multidrug resistance protein MdtE
EKHJKCLP_00438	CDS	1347				hypothetical protein
EKHJKCLP_00439	CDS	645				hypothetical protein
EKHJKCLP_00440	CDS	378	hutH	4.3.1.3		Histidine ammonia-lyase
EKHJKCLP_00441	CDS	645				hypothetical protein
EKHJKCLP_00442	CDS	1815	mutS_1			DNA mismatch repair protein MutS
EKHJKCLP_00443	CDS	543				hypothetical protein
EKHJKCLP_00444	CDS	396				hypothetical protein
EKHJKCLP_00445	CDS	498	rplQ			Large ribosomal subunit protein bL17
EKHJKCLP_00446	CDS	993	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
EKHJKCLP_00447	CDS	606	rpsD			Small ribosomal subunit protein uS4
EKHJKCLP_00448	CDS	390	rpsK		COG0100	Small ribosomal subunit protein uS11
EKHJKCLP_00449	CDS	381	rpsM			Small ribosomal subunit protein uS13
EKHJKCLP_00450	CDS	117	rpmJ		COG0257	Large ribosomal subunit protein bL36
EKHJKCLP_00451	CDS	219	infA		COG0361	Translation initiation factor IF-1
EKHJKCLP_00452	CDS	798	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
EKHJKCLP_00453	CDS	1344	secY		COG0201	Protein translocase subunit SecY
EKHJKCLP_00454	CDS	447	rplO		COG0200	Large ribosomal subunit protein uL15
EKHJKCLP_00455	CDS	177	rpmD		COG1841	Large ribosomal subunit protein uL30
EKHJKCLP_00456	CDS	519	rpsE		COG0098	Small ribosomal subunit protein uS5
EKHJKCLP_00457	CDS	345	rplR		COG0256	Large ribosomal subunit protein uL18
EKHJKCLP_00458	CDS	570	rplF		COG0097	Large ribosomal subunit protein uL6
EKHJKCLP_00459	CDS	396	rpsH		COG0096	Small ribosomal subunit protein uS8
EKHJKCLP_00460	CDS	300	rpsN		COG0199	Small ribosomal subunit protein uS14
EKHJKCLP_00461	CDS	558	rplE		COG0094	Large ribosomal subunit protein uL5
EKHJKCLP_00462	CDS	318	rplX		COG0198	Large ribosomal subunit protein uL24
EKHJKCLP_00463	CDS	366	rplN		COG0093	Large ribosomal subunit protein uL14
EKHJKCLP_00464	CDS	258	rpsQ		COG0186	Small ribosomal subunit protein uS17
EKHJKCLP_00465	CDS	198	rpmC		COG0255	Large ribosomal subunit protein uL29
EKHJKCLP_00466	CDS	435	rplP		COG0197	Large ribosomal subunit protein uL16
EKHJKCLP_00467	CDS	732	rpsC		COG0092	Small ribosomal subunit protein uS3
EKHJKCLP_00468	CDS	411				hypothetical protein
EKHJKCLP_00469	CDS	270	rpsS			Small ribosomal subunit protein uS19
EKHJKCLP_00470	CDS	825	rplB		COG0090	Large ribosomal subunit protein uL2
EKHJKCLP_00471	CDS	291	rplW		COG0089	Large ribosomal subunit protein uL23
EKHJKCLP_00472	CDS	627	rplD			Large ribosomal subunit protein uL4
EKHJKCLP_00473	CDS	618	rplC		COG0087	Large ribosomal subunit protein uL3
EKHJKCLP_00474	CDS	306	rpsJ		COG0051	Small ribosomal subunit protein uS10
EKHJKCLP_00475	CDS	2118	fusA_2			Elongation factor G
EKHJKCLP_00476	CDS	477	rpsG			Small ribosomal subunit protein uS7
EKHJKCLP_00477	CDS	402	rpsL			Small ribosomal subunit protein uS12
EKHJKCLP_00478	CDS	309				hypothetical protein
EKHJKCLP_00479	CDS	4284	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
EKHJKCLP_00480	CDS	3813	rpoB			DNA-directed RNA polymerase subunit beta RpoB
EKHJKCLP_00481	CDS	375	rplL			Large ribosomal subunit protein bL12
EKHJKCLP_00482	CDS	519	rplJ		COG0244	Large ribosomal subunit protein uL10
EKHJKCLP_00483	CDS	699	rplA			Large ribosomal subunit protein uL1
EKHJKCLP_00484	CDS	444	rplK		COG0080	Large ribosomal subunit protein uL11
EKHJKCLP_00485	CDS	543	nusG		COG0250	Transcription termination/antitermination protein NusG
EKHJKCLP_00486	CDS	192	secE			Protein translocase subunit SecE
EKHJKCLP_00487	tRNA	74				tRNA-Trp(cca)
EKHJKCLP_00488	CDS	1185	tufA	3.6.5.3		Elongation factor Tu
EKHJKCLP_00489	tRNA	73				tRNA-Thr(ggt)
EKHJKCLP_00490	tRNA	74				tRNA-Gly(tcc)
EKHJKCLP_00491	tRNA	84				tRNA-Tyr(gta)
EKHJKCLP_00492	tRNA	75				tRNA-Thr(tgt)
EKHJKCLP_00493	CDS	300	hpf			Ribosome hibernation promoting factor
EKHJKCLP_00494	CDS	882	xerD_2			Tyrosine recombinase XerD
EKHJKCLP_00495	CDS	192	rpsU			Small ribosomal subunit protein bS21
EKHJKCLP_00496	CDS	1782				hypothetical protein
EKHJKCLP_00497	CDS	516		4.2.1.1	COG0663	Carbonic anhydrase
EKHJKCLP_00498	CDS	423				hypothetical protein
EKHJKCLP_00499	CDS	1635				hypothetical protein
EKHJKCLP_00500	CDS	1224	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
EKHJKCLP_00501	CDS	1518	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
EKHJKCLP_00502	CDS	2073	rny_1	3.1.-.-		Ribonuclease Y
EKHJKCLP_00503	CDS	471		3.1.3.48	COG0394	Putative low molecular weight protein-tyrosine-phosphatase
EKHJKCLP_00504	CDS	1797				hypothetical protein
EKHJKCLP_00505	CDS	2457	priA	5.6.2.4	COG1198	Replication restart protein PriA
EKHJKCLP_00506	CDS	573				hypothetical protein
EKHJKCLP_00507	CDS	432				hypothetical protein
EKHJKCLP_00508	CDS	1371	rclA_1		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
EKHJKCLP_00509	CDS	1434		4.3.1.1		Aspartate ammonia-lyase
EKHJKCLP_00510	CDS	1311	dcuA		COG2704	C4-dicarboxylate transporter DcuA
EKHJKCLP_00511	CDS	1059	ansB	3.5.1.1	COG0252	L-asparaginase 2
EKHJKCLP_00512	CDS	1188				hypothetical protein
EKHJKCLP_00513	CDS	2934				hypothetical protein
EKHJKCLP_00514	CDS	1392				hypothetical protein
EKHJKCLP_00515	CDS	2076				hypothetical protein
EKHJKCLP_00516	CDS	3351			COG1629	TonB-dependent receptor P26
EKHJKCLP_00517	CDS	1035				hypothetical protein
EKHJKCLP_00518	CDS	552				hypothetical protein
EKHJKCLP_00519	CDS	1548		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
EKHJKCLP_00520	CDS	222				hypothetical protein
EKHJKCLP_00521	CDS	564	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
EKHJKCLP_00522	CDS	624				hypothetical protein
EKHJKCLP_00523	CDS	684				hypothetical protein
EKHJKCLP_00524	CDS	345				hypothetical protein
EKHJKCLP_00525	CDS	216				hypothetical protein
EKHJKCLP_00526	CDS	750	xerC_6			Tyrosine recombinase XerC
EKHJKCLP_00527	CDS	501	yhcG_1	3.1.-.-	COG4804	Putative nuclease YhcG
EKHJKCLP_00528	CDS	105				hypothetical protein
EKHJKCLP_00529	CDS	459	yhcG_2	3.1.-.-	COG4804	Putative nuclease YhcG
EKHJKCLP_00530	CDS	564				hypothetical protein
EKHJKCLP_00531	CDS	627				hypothetical protein
EKHJKCLP_00532	CDS	621	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
EKHJKCLP_00533	CDS	219				hypothetical protein
EKHJKCLP_00534	CDS	948				hypothetical protein
EKHJKCLP_00535	tRNA	85				tRNA-Leu(caa)
EKHJKCLP_00536	CDS	1083	rfbM_1	2.7.7.13		Mannose-1-phosphate guanylyltransferase RfbM
EKHJKCLP_00537	CDS	1650	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
EKHJKCLP_00538	CDS	576				hypothetical protein
EKHJKCLP_00539	CDS	270	rpsO		COG0184	Small ribosomal subunit protein uS15
EKHJKCLP_00540	CDS	1800	bipA	3.6.5.-		Large ribosomal subunit assembly factor BipA
EKHJKCLP_00541	CDS	1317	mutS_2			DNA mismatch repair protein MutS
EKHJKCLP_00542	CDS	525				hypothetical protein
EKHJKCLP_00543	CDS	558				hypothetical protein
EKHJKCLP_00544	CDS	2496				hypothetical protein
EKHJKCLP_00545	CDS	1809	glaB_1	3.2.1.-	COG5434	Alpha-1,3-galactosidase B
EKHJKCLP_00546	CDS	1179				hypothetical protein
EKHJKCLP_00547	CDS	1257				hypothetical protein
EKHJKCLP_00548	CDS	1926				hypothetical protein
EKHJKCLP_00549	CDS	3264			COG4771	TonB-dependent receptor P3
EKHJKCLP_00550	CDS	189				hypothetical protein
EKHJKCLP_00551	CDS	1128				hypothetical protein
EKHJKCLP_00552	CDS	471				hypothetical protein
EKHJKCLP_00553	CDS	1854				hypothetical protein
EKHJKCLP_00554	CDS	3402			COG4771	TonB-dependent receptor P39
EKHJKCLP_00555	CDS	936				hypothetical protein
EKHJKCLP_00556	CDS	570	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
EKHJKCLP_00557	CDS	1608	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
EKHJKCLP_00558	CDS	654	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
EKHJKCLP_00559	CDS	876	rhaS_1			HTH-type transcriptional activator RhaS
EKHJKCLP_00560	CDS	1638				hypothetical protein
EKHJKCLP_00561	CDS	1083	emrA_1			Colistin resistance protein EmrA
EKHJKCLP_00562	CDS	1332	tolC		COG1538	Outer membrane protein TolC
EKHJKCLP_00563	CDS	2601				hypothetical protein
EKHJKCLP_00564	CDS	1419	ahcY	3.13.2.1	COG0499	Adenosylhomocysteinase
EKHJKCLP_00565	CDS	1191	arcB	2.7.13.3	COG0784	Aerobic respiration control sensor protein ArcB
EKHJKCLP_00566	CDS	1689				hypothetical protein
EKHJKCLP_00567	CDS	990	deoK_1	2.7.1.15		Deoxyribokinase
EKHJKCLP_00568	tRNA	75				tRNA-Asn(gtt)
EKHJKCLP_00569	tRNA	75				tRNA-Asn(gtt)
EKHJKCLP_00570	CDS	1416				hypothetical protein
EKHJKCLP_00571	CDS	714				hypothetical protein
EKHJKCLP_00572	CDS	804	suhB	3.1.3.25		Nus factor SuhB
EKHJKCLP_00573	CDS	1542				hypothetical protein
EKHJKCLP_00574	CDS	924	rbsK_1	2.7.1.15		Ribokinase
EKHJKCLP_00575	CDS	936	rbsK_2	2.7.1.15		Ribokinase
EKHJKCLP_00576	CDS	1176				hypothetical protein
EKHJKCLP_00577	CDS	2946			COG1629	TonB-dependent receptor P26
EKHJKCLP_00578	CDS	1416			COG0702	SusD-like protein P25
EKHJKCLP_00579	CDS	1623				hypothetical protein
EKHJKCLP_00580	CDS	1614				hypothetical protein
EKHJKCLP_00581	CDS	1041				hypothetical protein
EKHJKCLP_00582	CDS	1005				hypothetical protein
EKHJKCLP_00583	CDS	1944		3.2.1.22	COG4948	Retaining alpha-galactosidase
EKHJKCLP_00584	CDS	1827				hypothetical protein
EKHJKCLP_00585	CDS	1551	ahpF	1.8.1.-		Alkyl hydroperoxide reductase subunit F
EKHJKCLP_00586	CDS	567	ahpC	1.11.1.26		Alkyl hydroperoxide reductase C
EKHJKCLP_00587	CDS	3072			COG1629	TonB-dependent receptor P26
EKHJKCLP_00588	CDS	1794			COG0702	SusD-like protein P2
EKHJKCLP_00589	CDS	1104				hypothetical protein
EKHJKCLP_00590	CDS	4131	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_00591	CDS	1587	yicI	3.2.1.177	COG1501	Alpha-xylosidase
EKHJKCLP_00592	CDS	1470				hypothetical protein
EKHJKCLP_00593	CDS	522	nudC_1	3.6.1.22		NAD-capped RNA hydrolase NudC
EKHJKCLP_00594	CDS	3018	cpoB			Cell division coordinator CpoB
EKHJKCLP_00595	CDS	1725				hypothetical protein
EKHJKCLP_00596	CDS	552				hypothetical protein
EKHJKCLP_00597	CDS	96				hypothetical protein
EKHJKCLP_00598	CDS	3174			COG4771	TonB-dependent receptor P3
EKHJKCLP_00599	CDS	1758				hypothetical protein
EKHJKCLP_00600	CDS	2787			COG1629	TonB-dependent receptor P26
EKHJKCLP_00601	CDS	1716				hypothetical protein
EKHJKCLP_00602	CDS	1476				hypothetical protein
EKHJKCLP_00603	CDS	1461				hypothetical protein
EKHJKCLP_00604	CDS	1125				hypothetical protein
EKHJKCLP_00605	CDS	3948	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_00606	CDS	363				hypothetical protein
EKHJKCLP_00607	CDS	375				hypothetical protein
EKHJKCLP_00608	CDS	789				hypothetical protein
EKHJKCLP_00609	CDS	777				hypothetical protein
EKHJKCLP_00610	CDS	294				hypothetical protein
EKHJKCLP_00611	CDS	1233	xerC_7			Tyrosine recombinase XerC
EKHJKCLP_00612	CDS	999	xerC_8			Tyrosine recombinase XerC
EKHJKCLP_00613	CDS	1032	xerD_3			Tyrosine recombinase XerD
EKHJKCLP_00614	CDS	471				hypothetical protein
EKHJKCLP_00615	CDS	465				hypothetical protein
EKHJKCLP_00616	CDS	471				hypothetical protein
EKHJKCLP_00617	CDS	474				hypothetical protein
EKHJKCLP_00618	CDS	585				hypothetical protein
EKHJKCLP_00619	CDS	894				hypothetical protein
EKHJKCLP_00620	CDS	1071				hypothetical protein
EKHJKCLP_00621	CDS	204				hypothetical protein
EKHJKCLP_00622	CDS	564				hypothetical protein
EKHJKCLP_00623	CDS	1020				hypothetical protein
EKHJKCLP_00624	CDS	627				hypothetical protein
EKHJKCLP_00625	CDS	996				hypothetical protein
EKHJKCLP_00626	CDS	864				hypothetical protein
EKHJKCLP_00627	CDS	351				hypothetical protein
EKHJKCLP_00628	CDS	657				hypothetical protein
EKHJKCLP_00629	CDS	192				hypothetical protein
EKHJKCLP_00630	CDS	234				hypothetical protein
EKHJKCLP_00631	CDS	930				hypothetical protein
EKHJKCLP_00632	CDS	789				hypothetical protein
EKHJKCLP_00633	CDS	360				hypothetical protein
EKHJKCLP_00634	CDS	417				hypothetical protein
EKHJKCLP_00635	CDS	2010				hypothetical protein
EKHJKCLP_00636	CDS	1587				hypothetical protein
EKHJKCLP_00637	CDS	651				hypothetical protein
EKHJKCLP_00638	CDS	1254				hypothetical protein
EKHJKCLP_00639	CDS	1134				hypothetical protein
EKHJKCLP_00640	CDS	870				hypothetical protein
EKHJKCLP_00641	CDS	699				hypothetical protein
EKHJKCLP_00642	CDS	189				hypothetical protein
EKHJKCLP_00643	CDS	663				hypothetical protein
EKHJKCLP_00644	CDS	654				hypothetical protein
EKHJKCLP_00645	CDS	1047				hypothetical protein
EKHJKCLP_00646	CDS	1089				hypothetical protein
EKHJKCLP_00647	CDS	1002				hypothetical protein
EKHJKCLP_00648	CDS	792				hypothetical protein
EKHJKCLP_00649	CDS	927				hypothetical protein
EKHJKCLP_00650	CDS	837				hypothetical protein
EKHJKCLP_00651	CDS	1029				hypothetical protein
EKHJKCLP_00652	CDS	963				hypothetical protein
EKHJKCLP_00653	CDS	486				hypothetical protein
EKHJKCLP_00654	CDS	282				hypothetical protein
EKHJKCLP_00655	CDS	567				hypothetical protein
EKHJKCLP_00656	CDS	732				hypothetical protein
EKHJKCLP_00657	CDS	2403	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_00658	CDS	1290	zraR_2		COG2204	Transcriptional regulatory protein ZraR
EKHJKCLP_00659	CDS	393				hypothetical protein
EKHJKCLP_00660	CDS	627				hypothetical protein
EKHJKCLP_00661	CDS	210				hypothetical protein
EKHJKCLP_00662	CDS	339				hypothetical protein
EKHJKCLP_00663	CDS	1230				hypothetical protein
EKHJKCLP_00664	CDS	576				hypothetical protein
EKHJKCLP_00665	CDS	1425				hypothetical protein
EKHJKCLP_00666	CDS	168	dpnM_1	2.1.1.72		Type II methyltransferase M1.DpnII
EKHJKCLP_00667	CDS	648				hypothetical protein
EKHJKCLP_00668	CDS	666				hypothetical protein
EKHJKCLP_00669	CDS	693				hypothetical protein
EKHJKCLP_00670	CDS	423				hypothetical protein
EKHJKCLP_00671	CDS	1140				hypothetical protein
EKHJKCLP_00672	CDS	1179				hypothetical protein
EKHJKCLP_00673	CDS	1449				hypothetical protein
EKHJKCLP_00674	CDS	966				hypothetical protein
EKHJKCLP_00675	CDS	954				hypothetical protein
EKHJKCLP_00676	CDS	1140				hypothetical protein
EKHJKCLP_00677	CDS	1227				hypothetical protein
EKHJKCLP_00678	CDS	870				hypothetical protein
EKHJKCLP_00679	CDS	114				hypothetical protein
EKHJKCLP_00680	CDS	1944	topB_2	5.6.2.1		DNA topoisomerase 3
EKHJKCLP_00681	CDS	414				hypothetical protein
EKHJKCLP_00682	CDS	120				hypothetical protein
EKHJKCLP_00683	CDS	303				hypothetical protein
EKHJKCLP_00684	CDS	1230	xerC_9			Tyrosine recombinase XerC
EKHJKCLP_00685	CDS	2346	topA	5.6.2.1		DNA topoisomerase 1
EKHJKCLP_00686	CDS	1980				hypothetical protein
EKHJKCLP_00687	CDS	1818	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
EKHJKCLP_00688	CDS	273	hupB			DNA-binding protein HU
EKHJKCLP_00689	CDS	681				hypothetical protein
EKHJKCLP_00690	CDS	906				hypothetical protein
EKHJKCLP_00691	CDS	1107				hypothetical protein
EKHJKCLP_00692	CDS	2088	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
EKHJKCLP_00693	CDS	3024				hypothetical protein
EKHJKCLP_00694	tRNA	73				tRNA-Arg(cct)
EKHJKCLP_00695	CDS	1839	korA_1	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
EKHJKCLP_00696	CDS	1011	korB_1	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
EKHJKCLP_00697	CDS	2388				hypothetical protein
EKHJKCLP_00698	CDS	1227	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
EKHJKCLP_00699	CDS	333	rbfA		COG0858	Ribosome-binding factor A
EKHJKCLP_00700	CDS	639		2.1.1.6	COG4122	Catechol O-methyltransferase
EKHJKCLP_00701	CDS	1458	pyk	2.7.1.40		Pyruvate kinase
EKHJKCLP_00702	CDS	423	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
EKHJKCLP_00703	CDS	951	xerD_4			Tyrosine recombinase XerD
EKHJKCLP_00704	CDS	1695				hypothetical protein
EKHJKCLP_00705	CDS	1629				hypothetical protein
EKHJKCLP_00706	CDS	1209				hypothetical protein
EKHJKCLP_00707	CDS	1071	resA_2			Thiol-disulfide oxidoreductase ResA
EKHJKCLP_00708	CDS	1002	comM_1		COG0606	Competence protein ComM
EKHJKCLP_00709	CDS	123				hypothetical protein
EKHJKCLP_00710	CDS	696				hypothetical protein
EKHJKCLP_00711	CDS	246				hypothetical protein
EKHJKCLP_00712	CDS	240				hypothetical protein
EKHJKCLP_00713	CDS	192				hypothetical protein
EKHJKCLP_00714	CDS	183				hypothetical protein
EKHJKCLP_00715	CDS	813				hypothetical protein
EKHJKCLP_00716	CDS	1017				hypothetical protein
EKHJKCLP_00717	CDS	588	xerC_10			Tyrosine recombinase XerC
EKHJKCLP_00718	CDS	168				hypothetical protein
EKHJKCLP_00719	CDS	351				hypothetical protein
EKHJKCLP_00720	CDS	357				hypothetical protein
EKHJKCLP_00721	CDS	354				hypothetical protein
EKHJKCLP_00722	CDS	321				hypothetical protein
EKHJKCLP_00723	CDS	1083	ftsI_1	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
EKHJKCLP_00724	CDS	615				hypothetical protein
EKHJKCLP_00725	CDS	192				hypothetical protein
EKHJKCLP_00726	CDS	216				hypothetical protein
EKHJKCLP_00727	CDS	207				hypothetical protein
EKHJKCLP_00728	CDS	453				hypothetical protein
EKHJKCLP_00729	CDS	159				hypothetical protein
EKHJKCLP_00730	CDS	231				hypothetical protein
EKHJKCLP_00731	CDS	159				hypothetical protein
EKHJKCLP_00732	CDS	225				hypothetical protein
EKHJKCLP_00733	CDS	276				hypothetical protein
EKHJKCLP_00734	CDS	258				hypothetical protein
EKHJKCLP_00735	CDS	1839				hypothetical protein
EKHJKCLP_00736	CDS	495	comM_2		COG0606	Competence protein ComM
EKHJKCLP_00737	CDS	654				hypothetical protein
EKHJKCLP_00738	CDS	1332				hypothetical protein
EKHJKCLP_00739	CDS	1968				hypothetical protein
EKHJKCLP_00740	CDS	4635				hypothetical protein
EKHJKCLP_00741	CDS	1209		3.2.1.-	COG4225	Unsaturated glucuronyl hydrolase
EKHJKCLP_00742	CDS	1431		3.1.6.-	COG3119	Ulvan-active sulfatase
EKHJKCLP_00743	CDS	975				hypothetical protein
EKHJKCLP_00744	CDS	1239				hypothetical protein
EKHJKCLP_00745	CDS	1851				hypothetical protein
EKHJKCLP_00746	CDS	3105	susC_3		COG1629	TonB-dependent receptor SusC
EKHJKCLP_00747	CDS	1083		3.2.1.-		Unsaturated 3S-rhamnoglycuronyl hydrolase
EKHJKCLP_00748	CDS	1815	lacZ_1	3.2.1.23		Beta-galactosidase
EKHJKCLP_00749	CDS	675				hypothetical protein
EKHJKCLP_00750	CDS	1215				hypothetical protein
EKHJKCLP_00751	CDS	1923				hypothetical protein
EKHJKCLP_00752	CDS	3195			COG4771	TonB-dependent receptor P3
EKHJKCLP_00753	CDS	111				hypothetical protein
EKHJKCLP_00754	CDS	4017	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_00755	CDS	2061	FCS1	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
EKHJKCLP_00756	CDS	297				hypothetical protein
EKHJKCLP_00757	CDS	258				hypothetical protein
EKHJKCLP_00758	CDS	3069				hypothetical protein
EKHJKCLP_00759	CDS	2853				hypothetical protein
EKHJKCLP_00760	CDS	96				hypothetical protein
EKHJKCLP_00761	CDS	516				hypothetical protein
EKHJKCLP_00762	CDS	498				hypothetical protein
EKHJKCLP_00763	CDS	405				hypothetical protein
EKHJKCLP_00764	CDS	195				hypothetical protein
EKHJKCLP_00765	CDS	1275				hypothetical protein
EKHJKCLP_00766	CDS	915				hypothetical protein
EKHJKCLP_00767	CDS	342				hypothetical protein
EKHJKCLP_00768	CDS	129				hypothetical protein
EKHJKCLP_00769	CDS	714				hypothetical protein
EKHJKCLP_00770	CDS	2040	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
EKHJKCLP_00771	CDS	1449				hypothetical protein
EKHJKCLP_00772	CDS	876				hypothetical protein
EKHJKCLP_00773	CDS	1053				hypothetical protein
EKHJKCLP_00774	CDS	864				hypothetical protein
EKHJKCLP_00775	CDS	1023				hypothetical protein
EKHJKCLP_00776	CDS	1116				hypothetical protein
EKHJKCLP_00777	CDS	1266	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EKHJKCLP_00778	CDS	756		2.4.1.-	COG0463	PGL/p-HBAD biosynthesis glycosyltransferase
EKHJKCLP_00779	CDS	855				hypothetical protein
EKHJKCLP_00780	CDS	1083	resA_3			Thiol-disulfide oxidoreductase ResA
EKHJKCLP_00781	CDS	234				hypothetical protein
EKHJKCLP_00782	CDS	1404				hypothetical protein
EKHJKCLP_00783	CDS	390	resA_4		COG0526	Thiol-disulfide oxidoreductase ResA
EKHJKCLP_00784	CDS	726				hypothetical protein
EKHJKCLP_00785	CDS	714	resA_5			Thiol-disulfide oxidoreductase ResA
EKHJKCLP_00786	CDS	381				hypothetical protein
EKHJKCLP_00787	CDS	168				hypothetical protein
EKHJKCLP_00788	CDS	162				hypothetical protein
EKHJKCLP_00789	CDS	237				hypothetical protein
EKHJKCLP_00790	CDS	864				hypothetical protein
EKHJKCLP_00791	CDS	375				hypothetical protein
EKHJKCLP_00792	CDS	2949				hypothetical protein
EKHJKCLP_00793	CDS	3870				hypothetical protein
EKHJKCLP_00794	CDS	771				hypothetical protein
EKHJKCLP_00795	CDS	2724				hypothetical protein
EKHJKCLP_00796	CDS	1146				hypothetical protein
EKHJKCLP_00797	CDS	2406				hypothetical protein
EKHJKCLP_00798	CDS	2028				hypothetical protein
EKHJKCLP_00799	CDS	3465			COG1629	TonB-dependent receptor P26
EKHJKCLP_00800	CDS	2109	lacZ_2	3.2.1.31	COG3250	Beta-glucuronidase
EKHJKCLP_00801	CDS	1431				hypothetical protein
EKHJKCLP_00802	CDS	132				hypothetical protein
EKHJKCLP_00803	CDS	4035	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
EKHJKCLP_00804	CDS	774	bioC_1	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
EKHJKCLP_00805	CDS	351				putative HTH-type transcriptional regulator
EKHJKCLP_00806	CDS	219				hypothetical protein
EKHJKCLP_00807	CDS	699	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
EKHJKCLP_00808	CDS	585	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
